external_id,barcode,layout_id,well_id,solvent,stock_conc,stock_conc_unit,pert_type,batch_id,cmpd_vol,cmpd_vol_unit,well_vol,well_vol_unit,cmpd_conc,cmpd_conc_unit,cell_line,cells_per_well,plate_size,plate_type,seeded,treatment,treatment_units,painted,painted_type
1089381097,PB000089,EPI-U2OS-48h-P01-L01,H07,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,H09,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,H19,DMSO,10.0,mM,poscon,Paclitaxel,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,I08,DMSO,10.0,mM,poscon,Paclitaxel,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,I11,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,J02,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,J07,DMSO,10.0,mM,negcon,D-Sorbitol,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,J14,DMSO,1.0,mM,negcon,D-Sorbitol,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,K05,DMSO,10.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,K08,DMSO,1.0,mM,poscon,Etoposide,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,K13,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,K22,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,L03,DMSO,10.0,mM,poscon,Etoposide,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,L06,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,L20,DMSO,10.0,mM,negcon,D-Sorbitol,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,M04,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,M10,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,M17,DMSO,10.0,mM,poscon,Etoposide,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,N16,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,N19,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,O15,DMSO,1.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381097,PB000089,EPI-U2OS-48h-P01-L01,O21,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:20:30,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,B10,DMSO,10.0,mM,poscon,Paclitaxel,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,B17,DMSO,10.0,mM,negcon,D-Sorbitol,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,B20,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,C12,DMSO,1.0,mM,negcon,D-Sorbitol,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,C15,DMSO,1.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,C18,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,D03,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,D13,DMSO,10.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,D21,DMSO,10.0,mM,poscon,Etoposide,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,E07,DMSO,10.0,mM,poscon,Etoposide,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,E14,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,F11,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,F16,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,G02,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,G04,DMSO,10.0,mM,negcon,D-Sorbitol,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,G22,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,H07,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,H09,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,H19,DMSO,1.0,mM,poscon,Etoposide,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,I04,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,I11,DMSO,10.0,mM,negcon,D-Sorbitol,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,I16,DMSO,10.0,mM,poscon,Etoposide,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,I18,DMSO,10.0,mM,poscon,Paclitaxel,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,J05,DMSO,10.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,J10,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,J17,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,K07,DMSO,1.0,mM,poscon,Etoposide,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,K23,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,L19,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,M02,DMSO,1.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,M08,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,M13,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,M21,DMSO,1.0,mM,negcon,D-Sorbitol,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,N06,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,N09,DMSO,10.0,mM,poscon,Etoposide,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,N14,DMSO,10.0,mM,negcon,D-Sorbitol,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,O12,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381158,PB000090,EPI-U2OS-48h-P01-L02,O15,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:45:30,48,h,2023-07-06  12:49:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,B07,DMSO,10.0,mM,negcon,D-Sorbitol,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,B23,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,C03,DMSO,1.0,mM,poscon,Etoposide,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,C13,DMSO,1.0,mM,negcon,D-Sorbitol,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,C15,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,D02,DMSO,10.0,mM,poscon,Paclitaxel,12.5,nL,40,uL,3.125,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,D04,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,D16,DMSO,10.0,mM,poscon,Etoposide,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,E19,DMSO,10.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,10.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,E21,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,F02,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,F13,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,F22,DMSO,1.0,mM,poscon,Paclitaxel,40.0,nL,40,uL,1.0,uM,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
1089381165,PB000091,EPI-U2OS-48h-P02-L01,G08,DMSO,100.0,perc,negcon,Dimethyl Sulfoxide,40.0,nL,40,uL,0.1,perc,U2OS (AZ),900,384,Revvity PhenoPlate 6057302,2023-07-04  10:21:00,48,h,2023-07-06  10:40:00,automation_v5.0_blue_MagBead
